x	y	group	clickSelects
48125.25	1.25	18	608
48125.75	0.75	18	608
48135.25	0.75	18	608
48135.75	1.25	18	608
48136.25	1.25	18	608
48136.75	0.75	18	608
48147.25	0.75	18	608
48147.75	1.25	18	608
48148.25	1.25	18	608
48148.75	0.75	18	608
48151.75	0.75	18	608
48152.25	0.25	18	608
48169.25	0.75	13	530
48167.25	0.75	13	530
48166.25	-0.25	13	530
48165.75	-0.25	13	530
48163.25	2.25	13	530
48162.75	2.25	13	530
48161.25	0.75	13	530
48153.25	0.75	13	530
48152.75	0.25	13	530
48152.25	0.25	13	530
48151.75	0.75	13	530
48148.75	0.75	13	530
48148.25	1.25	13	530
48147.75	1.25	13	530
48147.25	0.75	13	530
48136.75	0.75	13	530
48136.25	1.25	13	530
48135.75	1.25	13	530
48135.25	0.75	13	530
48125.75	0.75	13	530
48125.25	1.25	13	530
48124.75	1.25	13	530
48124.25	0.75	13	530
48097.75	0.75	13	530
48097.75	1.25	13	530
48099.25	2.75	13	530
48100.75	2.75	13	530
48101.25	2.25	13	530
48101.75	2.25	13	530
48102.25	2.75	13	530
48105.25	2.75	13	530
48105.75	3.25	13	530
48106.25	3.25	13	530
48106.75	2.75	13	530
48108.25	2.75	13	530
48109.25	3.75	13	530
48110.75	3.75	13	530
48111.25	3.25	13	530
48111.75	3.25	13	530
48112.75	4.25	13	530
48114.75	4.25	13	530
48115.25	4.75	13	530
48115.75	4.75	13	530
48116.25	4.25	13	530
48117.25	4.25	13	530
48118.75	2.75	13	530
48119.25	2.75	13	530
48120.25	3.75	13	530
48120.75	3.75	13	530
48121.25	3.25	13	530
48121.75	3.25	13	530
48122.75	4.25	13	530
48123.75	4.25	13	530
48125.25	5.75	13	530
48126.75	5.75	13	530
48127.75	4.75	13	530
48128.75	4.75	13	530
48131.75	1.75	13	530
48132.25	1.75	13	530
48132.75	2.25	13	530
48133.25	2.25	13	530
48133.75	1.75	13	530
48134.25	1.75	13	530
48136.25	3.75	13	530
48136.75	3.75	13	530
48138.25	2.25	13	530
48139.75	2.25	13	530
48140.25	2.75	13	530
48141.75	2.75	13	530
48142.25	2.25	13	530
48142.75	2.25	13	530
48143.75	3.25	13	530
48144.25	3.25	13	530
48145.25	2.25	13	530
48145.75	2.25	13	530
48145.75	2.75	13	530
48145.25	3.25	13	530
48145.25	3.75	13	530
48145.75	3.75	13	530
48146.25	3.25	13	530
48146.75	3.25	13	530
48147.25	3.75	13	530
48147.75	3.75	13	530
48148.25	3.25	13	530
48148.75	3.25	13	530
48149.75	4.25	13	530
48150.25	4.25	13	530
48151.75	2.75	13	530
48152.25	2.75	13	530
48153.75	4.25	13	530
48154.25	4.25	13	530
48155.75	2.75	13	530
48156.75	2.75	13	530
48157.75	1.75	13	530
48161.25	1.75	13	530
48162.75	3.25	13	530
48162.75	4.25	13	530
48164.25	5.75	13	530
48164.75	5.75	13	530
48169.25	1.25	13	530
48137.75	6.25	30	902
48136.25	4.75	30	902
48134.25	4.75	30	902
48133.75	4.25	30	902
48133.25	4.25	30	902
48132.25	5.25	30	902
48131.75	5.25	30	902
48131.25	4.75	30	902
48130.75	4.75	30	902
48129.75	5.75	30	902
48129.25	5.75	30	902
48128.25	4.75	30	902
48127.75	4.75	30	902
48126.75	5.75	30	902
48125.25	5.75	30	902
48123.75	4.25	30	902
48122.75	4.25	30	902
48121.75	3.25	30	902
48121.25	3.25	30	902
48120.75	3.75	30	902
48120.25	3.75	30	902
48119.25	2.75	30	902
48118.75	2.75	30	902
48117.25	4.25	30	902
48116.25	4.25	30	902
48115.75	4.75	30	902
48115.25	4.75	30	902
48114.75	4.25	30	902
48112.75	4.25	30	902
48111.75	3.25	30	902
48111.25	3.25	30	902
48110.75	3.75	30	902
48109.25	3.75	30	902
48108.25	2.75	30	902
48106.75	2.75	30	902
48106.25	3.25	30	902
48105.75	3.25	30	902
48105.25	2.75	30	902
48102.25	2.75	30	902
48101.75	2.25	30	902
48101.25	2.25	30	902
48100.75	2.75	30	902
48099.75	2.75	30	902
48099.75	3.25	30	902
48101.25	4.75	30	902
48102.25	4.75	30	902
48102.75	5.25	30	902
48105.25	5.25	30	902
48105.75	4.75	30	902
48106.25	4.75	30	902
48106.75	5.25	30	902
48107.75	5.25	30	902
48110.75	8.25	30	902
48112.25	8.25	30	902
48113.25	7.25	30	902
48114.25	7.25	30	902
48115.75	5.75	30	902
48116.25	5.75	30	902
48116.75	6.25	30	902
48118.25	6.25	30	902
48118.75	5.75	30	902
48119.25	5.75	30	902
48123.25	9.75	30	902
48123.75	9.75	30	902
48125.75	7.75	30	902
48126.25	7.75	30	902
48127.75	9.25	30	902
48128.25	9.25	30	902
48130.25	7.25	30	902
48130.75	7.25	30	902
48131.25	7.75	30	902
48131.75	7.75	30	902
48131.75	6.75	30	902
48132.25	6.25	30	902
48132.75	6.25	30	902
48132.75	7.25	30	902
48134.25	7.25	30	902
48134.75	6.75	30	902
48135.25	6.75	30	902
48136.25	7.75	30	902
48136.75	7.75	30	902
48137.75	6.75	30	902
48123.25	9.75	22	658
48119.25	5.75	22	658
48118.75	5.75	22	658
48118.25	6.25	22	658
48116.75	6.25	22	658
48116.25	5.75	22	658
48115.75	5.75	22	658
48114.25	7.25	22	658
48113.25	7.25	22	658
48112.25	8.25	22	658
48110.75	8.25	22	658
48107.75	5.25	22	658
48106.75	5.25	22	658
48106.25	4.75	22	658
48105.75	4.75	22	658
48105.25	5.25	22	658
48102.75	5.25	22	658
48102.25	4.75	22	658
48101.75	4.75	22	658
48101.75	5.25	22	658
48102.75	6.25	22	658
48103.75	6.25	22	658
48104.25	6.75	22	658
48104.75	6.75	22	658
48105.25	6.25	22	658
48107.75	6.25	22	658
48108.75	7.25	22	658
48108.75	8.25	22	658
48109.75	8.25	22	658
48110.75	9.25	22	658
48113.75	9.25	22	658
48114.25	9.75	22	658
48114.75	9.75	22	658
48115.25	9.25	22	658
48115.75	9.25	22	658
48117.25	10.75	22	658
48119.25	10.75	22	658
48120.25	11.75	22	658
48120.75	11.75	22	658
48122.25	10.25	22	658
48123.25	10.25	22	658
48126.25	9.75	8	398
48125.75	9.75	8	398
48124.75	10.75	8	398
48124.25	10.75	8	398
48123.75	10.25	8	398
48122.25	10.25	8	398
48120.75	11.75	8	398
48120.25	11.75	8	398
48119.25	10.75	8	398
48117.25	10.75	8	398
48115.75	9.25	8	398
48115.25	9.25	8	398
48114.75	9.75	8	398
48114.25	9.75	8	398
48113.75	9.25	8	398
48110.75	9.25	8	398
48109.75	8.25	8	398
48108.75	8.25	8	398
48108.75	7.25	8	398
48107.75	6.25	8	398
48105.25	6.25	8	398
48104.75	6.75	8	398
48104.25	6.75	8	398
48103.75	6.25	8	398
48103.25	6.25	8	398
48103.25	6.75	8	398
48107.75	11.25	8	398
48108.75	11.25	8	398
48109.25	11.75	8	398
48110.75	11.75	8	398
48111.75	10.75	8	398
48112.25	10.75	8	398
48112.25	12.75	8	398
48112.75	12.75	8	398
48113.25	12.25	8	398
48113.75	12.25	8	398
48113.75	13.25	8	398
48114.75	13.25	8	398
48115.25	13.75	8	398
48117.25	13.75	8	398
48117.25	14.75	8	398
48117.75	15.25	8	398
48118.25	15.25	8	398
48118.75	14.75	8	398
48119.25	14.75	8	398
48119.75	15.25	8	398
48120.75	15.25	8	398
48120.75	16.25	8	398
48122.75	16.25	8	398
48123.25	16.75	8	398
48123.25	17.75	8	398
48123.75	17.75	8	398
48124.25	17.25	8	398
48124.75	17.25	8	398
48125.25	17.75	8	398
48125.25	18.75	8	398
48126.25	18.75	8	398
48126.25	19.75	8	398
48127.25	20.75	8	398
48127.75	20.75	8	398
48128.25	20.25	8	398
48128.25	19.25	8	398
48128.75	19.25	8	398
48129.25	19.75	8	398
48129.25	20.75	8	398
48131.25	22.75	8	398
48131.25	23.25	8	398
48129.75	24.75	8	398
48129.75	25.25	8	398
48130.25	25.25	8	398
48130.75	24.75	8	398
48131.25	24.75	8	398
48131.25	25.75	8	398
48132.25	25.75	8	398
48132.75	26.25	8	398
48132.75	26.75	8	398
48131.75	27.75	8	398
48131.75	28.25	8	398
48132.75	28.25	8	398
48133.25	28.75	8	398
48133.75	28.75	8	398
48135.25	27.25	8	398
48135.75	27.25	8	398
48136.25	27.75	8	398
48136.75	27.75	8	398
48136.75	27.25	8	398
48136.25	26.75	8	398
48136.25	26.25	8	398
48137.75	24.75	8	398
48137.75	24.25	8	398
48126.25	12.75	8	398
48126.25	11.75	8	398
48125.25	11.75	8	398
48125.25	11.25	8	398
48126.25	10.25	8	398
48142.25	22.75	25	748
48141.25	22.75	25	748
48140.75	22.25	25	748
48140.25	22.25	25	748
48136.25	26.25	25	748
48136.25	26.75	25	748
48136.75	27.25	25	748
48136.75	27.75	25	748
48136.25	27.75	25	748
48135.75	27.25	25	748
48135.25	27.25	25	748
48133.75	28.75	25	748
48133.25	28.75	25	748
48132.75	28.25	25	748
48131.75	28.25	25	748
48131.75	27.75	25	748
48132.75	26.75	25	748
48132.75	26.25	25	748
48132.25	25.75	25	748
48131.25	25.75	25	748
48131.25	24.75	25	748
48130.75	24.75	25	748
48130.25	25.25	25	748
48129.75	25.25	25	748
48129.75	24.75	25	748
48131.25	23.25	25	748
48131.25	22.75	25	748
48129.25	20.75	25	748
48129.25	19.75	25	748
48128.75	19.25	25	748
48128.25	19.25	25	748
48128.25	20.25	25	748
48127.75	20.75	25	748
48127.25	20.75	25	748
48126.25	19.75	25	748
48126.25	18.75	25	748
48125.25	18.75	25	748
48125.25	17.75	25	748
48124.75	17.25	25	748
48124.25	17.25	25	748
48123.75	17.75	25	748
48123.25	17.75	25	748
48123.25	16.75	25	748
48122.75	16.25	25	748
48120.75	16.25	25	748
48120.75	15.25	25	748
48119.75	15.25	25	748
48119.25	14.75	25	748
48118.75	14.75	25	748
48118.25	15.25	25	748
48117.75	15.25	25	748
48117.25	14.75	25	748
48117.25	13.75	25	748
48115.25	13.75	25	748
48114.75	13.25	25	748
48113.75	13.25	25	748
48113.75	12.25	25	748
48113.25	12.25	25	748
48112.75	12.75	25	748
48112.25	12.75	25	748
48112.25	10.75	25	748
48111.75	10.75	25	748
48110.75	11.75	25	748
48109.25	11.75	25	748
48108.75	11.25	25	748
48108.25	11.25	25	748
48108.25	11.75	25	748
48109.75	13.25	25	748
48111.75	13.25	25	748
48111.75	14.25	25	748
48112.25	14.75	25	748
48113.25	14.75	25	748
48113.75	15.25	25	748
48114.75	15.25	25	748
48115.75	16.25	25	748
48117.75	16.25	25	748
48119.25	17.75	25	748
48120.25	17.75	25	748
48123.25	20.75	25	748
48124.25	20.75	25	748
48124.25	21.75	25	748
48125.25	21.75	25	748
48125.75	22.25	25	748
48126.75	22.25	25	748
48126.75	22.75	25	748
48126.25	23.25	25	748
48126.25	23.75	25	748
48127.25	23.75	25	748
48128.25	24.75	25	748
48128.25	26.75	25	748
48129.75	28.25	25	748
48129.75	29.75	25	748
48129.25	30.25	25	748
48129.25	31.75	25	748
48130.25	31.75	25	748
48130.75	32.25	25	748
48130.75	33.25	25	748
48132.25	33.25	25	748
48142.25	23.25	25	748
48159.75	6.25	3	136
48159.25	6.25	3	136
48132.25	33.25	3	136
48130.75	33.25	3	136
48130.75	32.25	3	136
48130.25	31.75	3	136
48129.25	31.75	3	136
48129.25	30.25	3	136
48129.75	29.75	3	136
48129.75	28.25	3	136
48128.25	26.75	3	136
48128.25	24.75	3	136
48127.25	23.75	3	136
48126.25	23.75	3	136
48126.25	23.25	3	136
48126.75	22.75	3	136
48126.75	22.25	3	136
48125.75	22.25	3	136
48125.25	21.75	3	136
48124.25	21.75	3	136
48124.25	20.75	3	136
48123.25	20.75	3	136
48120.25	17.75	3	136
48119.25	17.75	3	136
48117.75	16.25	3	136
48115.75	16.25	3	136
48114.75	15.25	3	136
48113.75	15.25	3	136
48113.25	14.75	3	136
48112.25	14.75	3	136
48111.75	14.25	3	136
48111.75	13.25	3	136
48110.25	13.25	3	136
48110.25	13.75	3	136
48121.25	24.75	3	136
48121.25	25.75	3	136
48122.25	25.75	3	136
48131.25	34.75	3	136
48131.75	34.75	3	136
48159.75	6.75	3	136
48145.25	13.75	10	414
48141.75	10.25	10	414
48141.25	10.25	10	414
48139.75	11.75	10	414
48139.25	11.75	10	414
48139.25	9.75	10	414
48138.75	9.75	10	414
48138.25	10.25	10	414
48136.75	10.25	10	414
48136.25	9.75	10	414
48136.25	9.25	10	414
48136.75	8.75	10	414
48136.75	8.25	10	414
48135.25	6.75	10	414
48134.75	6.75	10	414
48134.25	7.25	10	414
48132.75	7.25	10	414
48132.75	6.25	10	414
48132.25	6.25	10	414
48131.75	6.75	10	414
48131.75	7.75	10	414
48131.25	7.75	10	414
48130.75	7.25	10	414
48130.25	7.25	10	414
48128.25	9.25	10	414
48127.75	9.25	10	414
48126.25	7.75	10	414
48125.75	7.75	10	414
48123.75	9.75	10	414
48123.75	10.25	10	414
48124.25	10.75	10	414
48124.75	10.75	10	414
48125.75	9.75	10	414
48126.25	9.75	10	414
48126.25	10.25	10	414
48125.25	11.25	10	414
48125.25	11.75	10	414
48126.25	11.75	10	414
48126.25	12.75	10	414
48137.75	24.25	10	414
48138.25	24.25	10	414
48138.75	23.75	10	414
48138.75	23.25	10	414
48138.25	22.75	10	414
48138.25	22.25	10	414
48140.75	19.75	10	414
48140.75	19.25	10	414
48139.75	19.25	10	414
48138.75	18.25	10	414
48138.75	17.75	10	414
48139.75	17.75	10	414
48139.75	15.25	10	414
48138.75	14.25	10	414
48138.25	14.25	10	414
48138.25	14.75	10	414
48138.75	15.25	10	414
48138.75	15.75	10	414
48138.25	16.25	10	414
48137.75	16.25	10	414
48136.25	14.75	10	414
48134.25	14.75	10	414
48134.25	14.25	10	414
48134.75	13.75	10	414
48134.75	13.25	10	414
48134.25	12.75	10	414
48134.25	11.75	10	414
48133.75	11.75	10	414
48133.25	12.25	10	414
48132.75	12.25	10	414
48132.75	11.75	10	414
48134.75	9.75	10	414
48135.25	9.75	10	414
48135.25	10.25	10	414
48134.75	10.75	10	414
48134.75	11.25	10	414
48135.75	12.25	10	414
48136.25	12.25	10	414
48136.75	11.75	10	414
48138.25	11.75	10	414
48138.75	12.25	10	414
48138.75	13.25	10	414
48139.75	13.25	10	414
48140.25	13.75	10	414
48140.25	14.75	10	414
48140.75	15.25	10	414
48141.75	15.25	10	414
48143.25	16.75	10	414
48143.75	16.75	10	414
48145.25	15.25	10	414
48157.25	7.75	4	152
48155.25	5.75	4	152
48154.75	5.75	4	152
48148.75	11.75	4	152
48148.25	11.75	4	152
48147.75	11.25	4	152
48147.25	11.25	4	152
48147.25	12.25	4	152
48146.75	12.75	4	152
48146.75	13.75	4	152
48146.25	14.25	4	152
48145.25	14.25	4	152
48145.25	15.25	4	152
48143.75	16.75	4	152
48143.25	16.75	4	152
48141.75	15.25	4	152
48140.75	15.25	4	152
48140.25	14.75	4	152
48140.25	13.75	4	152
48139.75	13.25	4	152
48138.75	13.25	4	152
48138.75	12.25	4	152
48138.25	11.75	4	152
48136.75	11.75	4	152
48136.25	12.25	4	152
48135.75	12.25	4	152
48134.75	11.25	4	152
48134.75	10.75	4	152
48135.25	10.25	4	152
48135.25	9.75	4	152
48134.75	9.75	4	152
48132.75	11.75	4	152
48132.75	12.25	4	152
48133.25	12.25	4	152
48133.75	11.75	4	152
48134.25	11.75	4	152
48134.25	12.75	4	152
48134.75	13.25	4	152
48134.75	13.75	4	152
48134.25	14.25	4	152
48134.25	14.75	4	152
48136.25	14.75	4	152
48137.75	16.25	4	152
48138.25	16.25	4	152
48138.75	15.75	4	152
48138.75	15.25	4	152
48138.25	14.75	4	152
48138.25	14.25	4	152
48138.75	14.25	4	152
48139.75	15.25	4	152
48139.75	17.75	4	152
48138.75	17.75	4	152
48138.75	18.25	4	152
48139.75	19.25	4	152
48140.75	19.25	4	152
48140.75	19.75	4	152
48138.25	22.25	4	152
48138.25	22.75	4	152
48138.75	23.25	4	152
48139.25	23.25	4	152
48140.25	22.25	4	152
48140.75	22.25	4	152
48141.25	22.75	4	152
48142.75	22.75	4	152
48157.25	8.25	4	152
48152.25	15.75	29	865
48151.75	15.25	29	865
48151.25	15.25	29	865
48134.75	31.75	29	865
48134.75	32.25	29	865
48135.75	32.25	29	865
48135.75	34.25	29	865
48139.75	38.25	29	865
48139.75	38.75	29	865
48137.75	40.75	29	865
48137.75	41.25	29	865
48139.75	43.25	29	865
48140.25	43.25	29	865
48143.75	39.75	29	865
48143.75	38.75	29	865
48145.75	36.75	29	865
48145.75	36.25	29	865
48145.25	35.75	29	865
48145.25	34.75	29	865
48144.75	34.25	29	865
48144.75	33.75	29	865
48145.75	33.75	29	865
48145.75	32.75	29	865
48146.75	32.75	29	865
48146.75	31.75	29	865
48149.25	29.25	29	865
48149.25	28.75	29	865
48147.75	27.25	29	865
48147.75	26.25	29	865
48146.75	26.25	29	865
48146.25	25.75	29	865
48146.25	24.25	29	865
48146.75	23.75	29	865
48147.75	23.75	29	865
48147.75	22.75	29	865
48148.25	22.25	29	865
48149.25	22.25	29	865
48150.75	20.75	29	865
48150.75	20.25	29	865
48150.25	20.25	29	865
48149.75	20.75	29	865
48148.25	20.75	29	865
48148.25	19.25	29	865
48149.25	19.25	29	865
48152.25	16.25	29	865
48162.25	16.75	24	738
48161.75	16.75	24	738
48159.25	19.25	24	738
48158.75	19.25	24	738
48157.75	18.25	24	738
48157.25	18.25	24	738
48157.25	19.25	24	738
48156.75	19.75	24	738
48156.25	19.75	24	738
48155.75	19.25	24	738
48155.25	19.25	24	738
48154.25	20.25	24	738
48154.25	21.75	24	738
48155.25	22.75	24	738
48155.25	23.25	24	738
48154.75	23.25	24	738
48154.25	22.75	24	738
48153.75	22.75	24	738
48152.75	23.75	24	738
48151.75	23.75	24	738
48151.75	24.75	24	738
48151.25	25.25	24	738
48150.75	25.25	24	738
48150.75	24.25	24	738
48150.25	23.75	24	738
48150.25	23.25	24	738
48150.75	22.75	24	738
48150.75	21.25	24	738
48150.25	21.25	24	738
48149.25	22.25	24	738
48148.25	22.25	24	738
48147.75	22.75	24	738
48147.75	23.75	24	738
48146.75	23.75	24	738
48146.25	24.25	24	738
48146.25	25.75	24	738
48146.75	26.25	24	738
48147.75	26.25	24	738
48147.75	27.25	24	738
48149.25	28.75	24	738
48149.25	29.25	24	738
48146.75	31.75	24	738
48146.75	32.75	24	738
48145.75	32.75	24	738
48145.75	33.75	24	738
48144.75	33.75	24	738
48144.75	34.25	24	738
48145.25	34.75	24	738
48145.25	35.75	24	738
48145.75	36.25	24	738
48146.25	36.25	24	738
48149.75	32.75	24	738
48149.75	31.75	24	738
48150.25	31.25	24	738
48150.25	30.25	24	738
48150.75	29.75	24	738
48150.75	28.75	24	738
48151.75	28.75	24	738
48154.75	25.75	24	738
48155.75	25.75	24	738
48155.75	24.75	24	738
48157.25	23.25	24	738
48158.25	23.25	24	738
48158.25	22.25	24	738
48158.75	21.75	24	738
48158.75	20.75	24	738
48159.75	20.75	24	738
48159.75	19.75	24	738
48160.75	19.75	24	738
48162.25	18.25	24	738
48161.25	1.75	33	974
48157.75	1.75	33	974
48156.75	2.75	33	974
48155.75	2.75	33	974
48154.25	4.25	33	974
48153.75	4.25	33	974
48152.25	2.75	33	974
48151.75	2.75	33	974
48150.25	4.25	33	974
48149.75	4.25	33	974
48148.75	3.25	33	974
48148.25	3.25	33	974
48147.75	3.75	33	974
48147.25	3.75	33	974
48146.75	3.25	33	974
48146.25	3.25	33	974
48145.75	3.75	33	974
48145.25	3.75	33	974
48145.25	3.25	33	974
48145.75	2.75	33	974
48145.75	2.25	33	974
48145.25	2.25	33	974
48144.25	3.25	33	974
48143.75	3.25	33	974
48142.75	2.25	33	974
48142.25	2.25	33	974
48141.75	2.75	33	974
48140.25	2.75	33	974
48139.75	2.25	33	974
48138.25	2.25	33	974
48136.75	3.75	33	974
48136.25	3.75	33	974
48134.25	1.75	33	974
48133.75	1.75	33	974
48133.25	2.25	33	974
48132.75	2.25	33	974
48132.25	1.75	33	974
48131.75	1.75	33	974
48128.75	4.75	33	974
48128.75	5.25	33	974
48129.25	5.75	33	974
48129.75	5.75	33	974
48130.75	4.75	33	974
48131.25	4.75	33	974
48131.75	5.25	33	974
48132.25	5.25	33	974
48133.25	4.25	33	974
48133.75	4.25	33	974
48134.25	4.75	33	974
48136.25	4.75	33	974
48137.75	6.25	33	974
48138.25	6.25	33	974
48140.25	4.25	33	974
48140.75	4.25	33	974
48141.75	5.25	33	974
48142.25	5.25	33	974
48142.75	4.75	33	974
48143.25	4.75	33	974
48145.75	7.25	33	974
48146.75	7.25	33	974
48147.25	7.75	33	974
48148.25	7.75	33	974
48149.25	8.75	33	974
48149.75	8.75	33	974
48151.75	6.75	33	974
48152.75	6.75	33	974
48154.75	4.75	33	974
48155.75	4.75	33	974
48157.25	3.25	33	974
48157.75	3.25	33	974
48158.25	3.75	33	974
48158.75	3.75	33	974
48159.75	2.75	33	974
48160.25	2.75	33	974
48161.25	3.75	33	974
48161.75	3.75	33	974
48162.25	3.25	33	974
48162.25	2.75	33	974
48161.25	4.25	19	609
48161.25	3.75	19	609
48160.25	2.75	19	609
48159.75	2.75	19	609
48158.75	3.75	19	609
48158.25	3.75	19	609
48157.75	3.25	19	609
48157.25	3.25	19	609
48155.75	4.75	19	609
48154.75	4.75	19	609
48152.75	6.75	19	609
48151.75	6.75	19	609
48149.75	8.75	19	609
48149.25	8.75	19	609
48148.25	7.75	19	609
48147.25	7.75	19	609
48146.75	7.25	19	609
48145.75	7.25	19	609
48143.25	4.75	19	609
48142.75	4.75	19	609
48142.25	5.25	19	609
48141.75	5.25	19	609
48140.75	4.25	19	609
48140.25	4.25	19	609
48136.75	7.75	19	609
48136.75	8.75	19	609
48136.25	9.25	19	609
48136.25	9.75	19	609
48136.75	10.25	19	609
48138.25	10.25	19	609
48138.75	9.75	19	609
48139.25	9.75	19	609
48139.25	11.75	19	609
48139.75	11.75	19	609
48141.25	10.25	19	609
48141.75	10.25	19	609
48145.75	14.25	19	609
48146.25	14.25	19	609
48146.75	13.75	19	609
48146.75	12.75	19	609
48147.25	12.25	19	609
48147.25	11.25	19	609
48147.75	11.25	19	609
48148.25	11.75	19	609
48148.75	11.75	19	609
48154.75	5.75	19	609
48155.25	5.75	19	609
48157.25	7.75	19	609
48157.75	7.75	19	609
48183.75	3.25	6	232
48182.75	3.25	6	232
48182.25	2.75	6	232
48181.25	2.75	6	232
48180.75	2.25	6	232
48180.25	2.25	6	232
48176.75	5.75	6	232
48176.25	5.75	6	232
48175.75	5.25	6	232
48175.25	5.25	6	232
48174.75	5.75	6	232
48174.25	5.75	6	232
48173.75	5.25	6	232
48173.25	5.25	6	232
48172.75	5.75	6	232
48172.25	5.75	6	232
48168.75	2.25	6	232
48168.25	2.25	6	232
48168.25	2.75	6	232
48172.25	6.75	6	232
48172.25	7.25	6	232
48169.75	9.75	6	232
48168.75	9.75	6	232
48167.25	11.25	6	232
48166.75	11.25	6	232
48166.25	10.75	6	232
48164.75	10.75	6	232
48164.25	11.25	6	232
48163.25	11.25	6	232
48163.25	12.25	6	232
48162.75	12.25	6	232
48161.75	11.25	6	232
48160.25	11.25	6	232
48157.75	13.75	6	232
48156.75	13.75	6	232
48150.75	19.75	6	232
48150.75	22.75	6	232
48150.25	23.25	6	232
48150.25	23.75	6	232
48150.75	24.25	6	232
48150.75	25.25	6	232
48151.25	25.25	6	232
48151.75	24.75	6	232
48151.75	23.75	6	232
48152.75	23.75	6	232
48153.75	22.75	6	232
48154.25	22.75	6	232
48154.75	23.25	6	232
48155.25	23.25	6	232
48155.25	22.75	6	232
48154.25	21.75	6	232
48154.25	20.25	6	232
48155.25	19.25	6	232
48155.75	19.25	6	232
48156.25	19.75	6	232
48156.75	19.75	6	232
48157.25	19.25	6	232
48157.25	18.25	6	232
48157.75	18.25	6	232
48158.75	19.25	6	232
48159.25	19.25	6	232
48161.75	16.75	6	232
48162.75	16.75	6	232
48162.75	15.75	6	232
48164.25	14.25	6	232
48164.75	14.25	6	232
48165.25	14.75	6	232
48165.75	14.75	6	232
48169.75	10.75	6	232
48170.25	10.75	6	232
48171.25	11.75	6	232
48171.75	11.75	6	232
