fill	x	y	group
#F9F2F1	48123.5	15	830
#F0DDDA	48123.5	16	831
#F0DDDA	48124	16.5	831
#F0DDDA	48124.5	16	831
#F0DDDA	48124	15.5	831
#EDD7D5	48124	16.5	832
#EDD7D5	48124.5	17	832
#EDD7D5	48125	16.5	832
#EDD7D5	48124.5	16	832
#F7ECEB	48124.5	17	833
#F7ECEB	48125	17.5	833
#F7ECEB	48125.5	17	833
#F7ECEB	48125	16.5	833
#FAF2F1	48125	17.5	834
#FAF2F1	48125.5	18	834
#FAF2F1	48126	17.5	834
#FAF2F1	48125.5	17	834
#EED9D6	48125.5	18	835
#EED9D6	48126	18.5	835
#EED9D6	48126.5	18	835
#EED9D6	48126	17.5	835
#F2E1DE	48126	18.5	836
#F2E1DE	48126.5	19	836
#F2E1DE	48127	18.5	836
#F2E1DE	48126.5	18	836
#F7EDEC	48126.5	19	837
#F7EDEC	48127	19.5	837
#F7EDEC	48127.5	19	837
#F7EDEC	48127	18.5	837
#FCF7F7	48127	19.5	838
#FCF7F7	48127.5	20	838
#FCF7F7	48128	19.5	838
#FCF7F7	48127.5	19	838
#F5E8E6	48127.5	20	839
#F5E8E6	48128	20.5	839
#F5E8E6	48128.5	20	839
#F5E8E6	48128	19.5	839
#F9F0EF	48128	20.5	840
#F9F0EF	48128.5	21	840
#F9F0EF	48129	20.5	840
#F9F0EF	48128.5	20	840
#FCF7F6	48128.5	21	841
#FCF7F6	48129	21.5	841
#FCF7F6	48129.5	21	841
#FCF7F6	48129	20.5	841
#FDFBFA	48129	21.5	842
#FDFBFA	48129.5	22	842
#FDFBFA	48130	21.5	842
#FDFBFA	48129.5	21	842
#FBF7F6	48129.5	22	843
#FBF7F6	48130	22.5	843
#FBF7F6	48130.5	22	843
#FBF7F6	48130	21.5	843
#FBF6F6	48130	22.5	844
#FBF6F6	48130.5	23	844
#FBF6F6	48131	22.5	844
#FBF6F6	48130.5	22	844
#FEFEFF	48130.5	23	845
#FEFEFF	48131	23.5	845
#FEFEFF	48131.5	23	845
#FEFEFF	48131	22.5	845
#FFFEFF	48131	23.5	846
#FFFEFF	48131.5	24	846
#FFFEFF	48132	23.5	846
#FFFEFF	48131.5	23	846
#FBF6F6	48131.5	24	847
#FBF6F6	48132	24.5	847
#FBF6F6	48132.5	24	847
#FBF6F6	48132	23.5	847
#FFFEFE	48132	24.5	848
#FFFEFE	48132.5	25	848
#FFFEFE	48133	24.5	848
#FFFEFE	48132.5	24	848
#BF817A	48108.5	0	849
#BF817A	48109	0.5	849
#BF817A	48109.5	0	849
#BF817A	48109	-0.5	849
#E6C9C6	48109	0.5	850
#E6C9C6	48109.5	1	850
#E6C9C6	48110	0.5	850
#E6C9C6	48109.5	0	850
#F7ECEB	48109.5	1	851
#F7ECEB	48110	1.5	851
#F7ECEB	48110.5	1	851
#F7ECEB	48110	0.5	851
#EED9D7	48110	1.5	852
#EED9D7	48110.5	2	852
#EED9D7	48111	1.5	852
#EED9D7	48110.5	1	852
#F3E3E1	48110.5	2	853
#F3E3E1	48111	2.5	853
#F3E3E1	48111.5	2	853
#F3E3E1	48111	1.5	853
#E2C2BD	48111	2.5	854
#E2C2BD	48111.5	3	854
#E2C2BD	48112	2.5	854
#E2C2BD	48111.5	2	854
#E1BFBB	48111.5	3	855
#E1BFBB	48112	3.5	855
#E1BFBB	48112.5	3	855
#E1BFBB	48112	2.5	855
#F8EEED	48112	3.5	856
#F8EEED	48112.5	4	856
#F8EEED	48113	3.5	856
#F8EEED	48112.5	3	856
#F4E6E4	48112.5	4	857
#F4E6E4	48113	4.5	857
#F4E6E4	48113.5	4	857
#F4E6E4	48113	3.5	857
#FBF6F5	48113	4.5	858
#FBF6F5	48113.5	5	858
#FBF6F5	48114	4.5	858
#FBF6F5	48113.5	4	858
#F9F2F1	48113.5	5	859
#F9F2F1	48114	5.5	859
#F9F2F1	48114.5	5	859
#F9F2F1	48114	4.5	859
#FDFDFE	48114	5.5	860
#FDFDFE	48114.5	6	860
#FDFDFE	48115	5.5	860
#FDFDFE	48114.5	5	860
#FFFFFF	48114.5	6	861
#FFFFFF	48115	6.5	861
#FFFFFF	48115.5	6	861
#FFFFFF	48115	5.5	861
#FFFFFF	48115	6.5	862
#FFFFFF	48115.5	7	862
#FFFFFF	48116	6.5	862
#FFFFFF	48115.5	6	862
#FDFDFE	48115.5	7	863
#FDFDFE	48116	7.5	863
#FDFDFE	48116.5	7	863
#FDFDFE	48116	6.5	863
#FBF6F5	48116	7.5	864
#FBF6F5	48116.5	8	864
#FBF6F5	48117	7.5	864
#FBF6F5	48116.5	7	864
#FFFFFF	48116.5	8	865
#FFFFFF	48117	8.5	865
#FFFFFF	48117.5	8	865
#FFFFFF	48117	7.5	865
#FCF7F7	48117	8.5	866
#FCF7F7	48117.5	9	866
#FCF7F7	48118	8.5	866
#FCF7F7	48117.5	8	866
#F8EFEE	48117.5	9	867
#F8EFEE	48118	9.5	867
#F8EFEE	48118.5	9	867
#F8EFEE	48118	8.5	867
#F9F1F0	48118	9.5	868
#F9F1F0	48118.5	10	868
#F9F1F0	48119	9.5	868
#F9F1F0	48118.5	9	868
#FBF5F5	48118.5	10	869
#FBF5F5	48119	10.5	869
#FBF5F5	48119.5	10	869
#FBF5F5	48119	9.5	869
#FCF7F7	48119	10.5	870
#FCF7F7	48119.5	11	870
#FCF7F7	48120	10.5	870
#FCF7F7	48119.5	10	870
#F7ECEA	48119.5	11	871
#F7ECEA	48120	11.5	871
#F7ECEA	48120.5	11	871
#F7ECEA	48120	10.5	871
#FBF6F5	48120	11.5	872
#FBF6F5	48120.5	12	872
#FBF6F5	48121	11.5	872
#FBF6F5	48120.5	11	872
#F0DEDB	48120.5	12	873
#F0DEDB	48121	12.5	873
#F0DEDB	48121.5	12	873
#F0DEDB	48121	11.5	873
#F5E9E7	48121	12.5	874
#F5E9E7	48121.5	13	874
#F5E9E7	48122	12.5	874
#F5E9E7	48121.5	12	874
#F9F1EF	48121.5	13	875
#F9F1EF	48122	13.5	875
#F9F1EF	48122.5	13	875
#F9F1EF	48122	12.5	875
#FCF9F9	48122	13.5	876
#FCF9F9	48122.5	14	876
#FCF9F9	48123	13.5	876
#FCF9F9	48122.5	13	876
#F1E0DE	48122.5	14	877
#F1E0DE	48123	14.5	877
#F1E0DE	48123.5	14	877
#F1E0DE	48123	13.5	877
#FAF3F2	48123	14.5	878
#FAF3F2	48123.5	15	878
#FAF3F2	48124	14.5	878
#FAF3F2	48123.5	14	878
#F3E4E2	48123.5	15	879
#F3E4E2	48124	15.5	879
#F3E4E2	48124.5	15	879
#F3E4E2	48124	14.5	879
#F6EBE9	48124	15.5	880
#F6EBE9	48124.5	16	880
#F6EBE9	48125	15.5	880
#F6EBE9	48124.5	15	880
#F2E1DF	48124.5	16	881
#F2E1DF	48125	16.5	881
#F2E1DF	48125.5	16	881
#F2E1DF	48125	15.5	881
#FBF6F5	48125	16.5	882
#FBF6F5	48125.5	17	882
#FBF6F5	48126	16.5	882
#FBF6F5	48125.5	16	882
#F4E6E4	48125.5	17	883
#F4E6E4	48126	17.5	883
#F4E6E4	48126.5	17	883
#F4E6E4	48126	16.5	883
#FCF8F7	48126	17.5	884
#FCF8F7	48126.5	18	884
#FCF8F7	48127	17.5	884
#FCF8F7	48126.5	17	884
#F7ECEA	48126.5	18	885
#F7ECEA	48127	18.5	885
#F7ECEA	48127.5	18	885
#F7ECEA	48127	17.5	885
#F7ECEB	48127	18.5	886
#F7ECEB	48127.5	19	886
#F7ECEB	48128	18.5	886
#F7ECEB	48127.5	18	886
#FDFAF9	48127.5	19	887
#FDFAF9	48128	19.5	887
#FDFAF9	48128.5	19	887
#FDFAF9	48128	18.5	887
#FCF8F8	48128	19.5	888
#FCF8F8	48128.5	20	888
#FCF8F8	48129	19.5	888
#FCF8F8	48128.5	19	888
#FEFDFD	48128.5	20	889
#FEFDFD	48129	20.5	889
#FEFDFD	48129.5	20	889
#FEFDFD	48129	19.5	889
#FFFFFF	48129	20.5	890
#FFFFFF	48129.5	21	890
#FFFFFF	48130	20.5	890
#FFFFFF	48129.5	20	890
#FCF8F8	48129.5	21	891
#FCF8F8	48130	21.5	891
#FCF8F8	48130.5	21	891
#FCF8F8	48130	20.5	891
#FBF5F4	48130	21.5	892
#FBF5F4	48130.5	22	892
#FBF5F4	48131	21.5	892
#FBF5F4	48130.5	21	892
#FEFDFD	48130.5	22	893
#FEFDFD	48131	22.5	893
#FEFDFD	48131.5	22	893
#FEFDFD	48131	21.5	893
#FDFDFE	48131	22.5	894
#FDFDFE	48131.5	23	894
#FDFDFE	48132	22.5	894
#FDFDFE	48131.5	22	894
#FCF9F8	48131.5	23	895
#FCF9F8	48132	23.5	895
#FCF9F8	48132.5	23	895
#FCF9F8	48132	22.5	895
#FFFEFE	48132	23.5	896
#FFFEFE	48132.5	24	896
#FFFEFE	48133	23.5	896
#FFFEFE	48132.5	23	896
#FEFCFC	48132.5	24	897
#FEFCFC	48133	24.5	897
#FEFCFC	48133.5	24	897
#FEFCFC	48133	23.5	897
#FFFFFF	48133	24.5	898
#FFFFFF	48133.5	25	898
#FFFFFF	48134	24.5	898
#FFFFFF	48133.5	24	898
#CF9D97	48109.5	0	899
#CF9D97	48110	0.5	899
#CF9D97	48110.5	0	899
#CF9D97	48110	-0.5	899
#F0DDDB	48110	0.5	900
#F0DDDB	48110.5	1	900
#F0DDDB	48111	0.5	900
#F0DDDB	48110.5	0	900
#F4E5E3	48110.5	1	901
#F4E5E3	48111	1.5	901
#F4E5E3	48111.5	1	901
#F4E5E3	48111	0.5	901
#ECD5D2	48111	1.5	902
#ECD5D2	48111.5	2	902
#ECD5D2	48112	1.5	902
#ECD5D2	48111.5	1	902
#DBB4AE	48111.5	2	903
#DBB4AE	48112	2.5	903
#DBB4AE	48112.5	2	903
#DBB4AE	48112	1.5	903
#E9CECB	48112	2.5	904
#E9CECB	48112.5	3	904
#E9CECB	48113	2.5	904
#E9CECB	48112.5	2	904
#FFFEFE	48112.5	3	905
#FFFEFE	48113	3.5	905
#FFFEFE	48113.5	3	905
#FFFEFE	48113	2.5	905
#FAF4F3	48113	3.5	906
#FAF4F3	48113.5	4	906
#FAF4F3	48114	3.5	906
#FAF4F3	48113.5	3	906
#FFFEFE	48113.5	4	907
#FFFEFE	48114	4.5	907
#FFFEFE	48114.5	4	907
#FFFEFE	48114	3.5	907
#FAF4F4	48114	4.5	908
#FAF4F4	48114.5	5	908
#FAF4F4	48115	4.5	908
#FAF4F4	48114.5	4	908
#FEFEFF	48114.5	5	909
#FEFEFF	48115	5.5	909
#FEFEFF	48115.5	5	909
#FEFEFF	48115	4.5	909
#FCFBFD	48115	5.5	910
#FCFBFD	48115.5	6	910
#FCFBFD	48116	5.5	910
#FCFBFD	48115.5	5	910
#FDFCFE	48115.5	6	911
#FDFCFE	48116	6.5	911
#FDFCFE	48116.5	6	911
#FDFCFE	48116	5.5	911
#FFFFFF	48116	6.5	912
#FFFFFF	48116.5	7	912
#FFFFFF	48117	6.5	912
#FFFFFF	48116.5	6	912
#FCF8F8	48116.5	7	913
#FCF8F8	48117	7.5	913
#FCF8F8	48117.5	7	913
#FCF8F8	48117	6.5	913
#FAF9FC	48117	7.5	914
#FAF9FC	48117.5	8	914
#FAF9FC	48118	7.5	914
#FAF9FC	48117.5	7	914
#FEFDFE	48117.5	8	915
#FEFDFE	48118	8.5	915
#FEFDFE	48118.5	8	915
#FEFDFE	48118	7.5	915
#FDFBFB	48118	8.5	916
#FDFBFB	48118.5	9	916
#FDFBFB	48119	8.5	916
#FDFBFB	48118.5	8	916
#FDF9F9	48118.5	9	917
#FDF9F9	48119	9.5	917
#FDF9F9	48119.5	9	917
#FDF9F9	48119	8.5	917
#F8EEED	48119	9.5	918
#F8EEED	48119.5	10	918
#F8EEED	48120	9.5	918
#F8EEED	48119.5	9	918
#FEFDFD	48119.5	10	919
#FEFDFD	48120	10.5	919
#FEFDFD	48120.5	10	919
#FEFDFD	48120	9.5	919
#FDFBFB	48120	10.5	920
#FDFBFB	48120.5	11	920
#FDFBFB	48121	10.5	920
#FDFBFB	48120.5	10	920
#F8EFEE	48120.5	11	921
#F8EFEE	48121	11.5	921
#F8EFEE	48121.5	11	921
#F8EFEE	48121	10.5	921
#F2E2DF	48121	11.5	922
#F2E2DF	48121.5	12	922
#F2E2DF	48122	11.5	922
#F2E2DF	48121.5	11	922
#F3E3E1	48121.5	12	923
#F3E3E1	48122	12.5	923
#F3E3E1	48122.5	12	923
#F3E3E1	48122	11.5	923
#FEFEFE	48122	12.5	924
#FEFEFE	48122.5	13	924
#FEFEFE	48123	12.5	924
#FEFEFE	48122.5	12	924
#F7EDEB	48122.5	13	925
#F7EDEB	48123	13.5	925
#F7EDEB	48123.5	13	925
#F7EDEB	48123	12.5	925
#FCF9F8	48123	13.5	926
#FCF9F8	48123.5	14	926
#FCF9F8	48124	13.5	926
#FCF9F8	48123.5	13	926
#F6EAE8	48123.5	14	927
#F6EAE8	48124	14.5	927
#F6EAE8	48124.5	14	927
#F6EAE8	48124	13.5	927
#F1DFDD	48124	14.5	928
#F1DFDD	48124.5	15	928
#F1DFDD	48125	14.5	928
#F1DFDD	48124.5	14	928
#FAF2F1	48124.5	15	929
#FAF2F1	48125	15.5	929
#FAF2F1	48125.5	15	929
#FAF2F1	48125	14.5	929
#F5E8E6	48125	15.5	930
#F5E8E6	48125.5	16	930
#F5E8E6	48126	15.5	930
#F5E8E6	48125.5	15	930
#F9F0EF	48125.5	16	931
#F9F0EF	48126	16.5	931
#F9F0EF	48126.5	16	931
#F9F0EF	48126	15.5	931
#F4E5E3	48126	16.5	932
#F4E5E3	48126.5	17	932
#F4E5E3	48127	16.5	932
#F4E5E3	48126.5	16	932
#F8EFED	48126.5	17	933
#F8EFED	48127	17.5	933
#F8EFED	48127.5	17	933
#F8EFED	48127	16.5	933
#F4E6E4	48127	17.5	934
#F4E6E4	48127.5	18	934
#F4E6E4	48128	17.5	934
#F4E6E4	48127.5	17	934
#F3E4E2	48127.5	18	935
#F3E4E2	48128	18.5	935
#F3E4E2	48128.5	18	935
#F3E4E2	48128	17.5	935
#FBF6F6	48128	18.5	936
#FBF6F6	48128.5	19	936
#FBF6F6	48129	18.5	936
#FBF6F6	48128.5	18	936
#FCF8F7	48128.5	19	937
#FCF8F7	48129	19.5	937
#FCF8F7	48129.5	19	937
#FCF8F7	48129	18.5	937
#FEFCFC	48129	19.5	938
#FEFCFC	48129.5	20	938
#FEFCFC	48130	19.5	938
#FEFCFC	48129.5	19	938
#FEFDFD	48129.5	20	939
#FEFDFD	48130	20.5	939
#FEFDFD	48130.5	20	939
#FEFDFD	48130	19.5	939
#FBF6F6	48130	20.5	940
#FBF6F6	48130.5	21	940
#FBF6F6	48131	20.5	940
#FBF6F6	48130.5	20	940
#FFFEFE	48130.5	21	941
#FFFEFE	48131	21.5	941
#FFFEFE	48131.5	21	941
#FFFEFE	48131	20.5	941
#FDFBFB	48131	21.5	942
#FDFBFB	48131.5	22	942
#FDFBFB	48132	21.5	942
#FDFBFB	48131.5	21	942
#FAF9FC	48131.5	22	943
#FAF9FC	48132	22.5	943
#FAF9FC	48132.5	22	943
#FAF9FC	48132	21.5	943
#FEFEFF	48132	22.5	944
#FEFEFF	48132.5	23	944
#FEFEFF	48133	22.5	944
#FEFEFF	48132.5	22	944
#FEFDFE	48132.5	23	945
#FEFDFE	48133	23.5	945
#FEFDFE	48133.5	23	945
#FEFDFE	48133	22.5	945
#FAF9FC	48133	23.5	946
#FAF9FC	48133.5	24	946
#FAF9FC	48134	23.5	946
#FAF9FC	48133.5	23	946
#FDFCFE	48133.5	24	947
#FDFCFE	48134	24.5	947
#FDFCFE	48134.5	24	947
#FDFCFE	48134	23.5	947
#FCF8F7	48134	24.5	948
#FCF8F7	48134.5	25	948
#FCF8F7	48135	24.5	948
#FCF8F7	48134.5	24	948
#C78F88	48110.5	0	949
#C78F88	48111	0.5	949
#C78F88	48111.5	0	949
#C78F88	48111	-0.5	949
#E3C3BF	48111	0.5	950
#E3C3BF	48111.5	1	950
#E3C3BF	48112	0.5	950
#E3C3BF	48111.5	0	950
#D4A7A1	48111.5	1	951
#D4A7A1	48112	1.5	951
#D4A7A1	48112.5	1	951
#D4A7A1	48112	0.5	951
#C38881	48112	1.5	952
#C38881	48112.5	2	952
#C38881	48113	1.5	952
#C38881	48112.5	1	952
#E0BCB7	48112.5	2	953
#E0BCB7	48113	2.5	953
#E0BCB7	48113.5	2	953
#E0BCB7	48113	1.5	953
#F7EEEC	48113	2.5	954
#F7EEEC	48113.5	3	954
#F7EEEC	48114	2.5	954
#F7EEEC	48113.5	2	954
#E6C9C5	48113.5	3	955
#E6C9C5	48114	3.5	955
#E6C9C5	48114.5	3	955
#E6C9C5	48114	2.5	955
#F5E8E7	48114	3.5	956
#F5E8E7	48114.5	4	956
#F5E8E7	48115	3.5	956
#F5E8E7	48114.5	3	956
#F4E6E4	48114.5	4	957
#F4E6E4	48115	4.5	957
#F4E6E4	48115.5	4	957
#F4E6E4	48115	3.5	957
#FDFAF9	48115	4.5	958
#FDFAF9	48115.5	5	958
#FDFAF9	48116	4.5	958
#FDFAF9	48115.5	4	958
#FCFBFD	48115.5	5	959
#FCFBFD	48116	5.5	959
#FCFBFD	48116.5	5	959
#FCFBFD	48116	4.5	959
#FEFCFC	48116	5.5	960
#FEFCFC	48116.5	6	960
#FEFCFC	48117	5.5	960
#FEFCFC	48116.5	5	960
#FEFEFE	48116.5	6	961
#FEFEFE	48117	6.5	961
#FEFEFE	48117.5	6	961
#FEFEFE	48117	5.5	961
#FDFDFE	48117	6.5	962
#FDFDFE	48117.5	7	962
#FDFDFE	48118	6.5	962
#FDFDFE	48117.5	6	962
#FFFEFE	48117.5	7	963
#FFFEFE	48118	7.5	963
#FFFEFE	48118.5	7	963
#FFFEFE	48118	6.5	963
#FEFCFC	48118	7.5	964
#FEFCFC	48118.5	8	964
#FEFCFC	48119	7.5	964
#FEFCFC	48118.5	7	964
#F7ECEB	48118.5	8	965
#F7ECEB	48119	8.5	965
#F7ECEB	48119.5	8	965
#F7ECEB	48119	7.5	965
#FEFEFF	48119	8.5	966
#FEFEFF	48119.5	9	966
#FEFEFF	48120	8.5	966
#FEFEFF	48119.5	8	966
#FAF2F1	48119.5	9	967
#FAF2F1	48120	9.5	967
#FAF2F1	48120.5	9	967
#FAF2F1	48120	8.5	967
#FDFAFA	48120	9.5	968
#FDFAFA	48120.5	10	968
#FDFAFA	48121	9.5	968
#FDFAFA	48120.5	9	968
#FDFBFB	48120.5	10	969
#FDFBFB	48121	10.5	969
#FDFBFB	48121.5	10	969
#FDFBFB	48121	9.5	969
#F3E3E1	48121	10.5	970
#F3E3E1	48121.5	11	970
#F3E3E1	48122	10.5	970
#F3E3E1	48121.5	10	970
#EDD7D4	48121.5	11	971
#EDD7D4	48122	11.5	971
#EDD7D4	48122.5	11	971
#EDD7D4	48122	10.5	971
#F1DFDC	48122	11.5	972
#F1DFDC	48122.5	12	972
#F1DFDC	48123	11.5	972
#F1DFDC	48122.5	11	972
#FEFCFB	48122.5	12	973
#FEFCFB	48123	12.5	973
#FEFCFB	48123.5	12	973
#FEFCFB	48123	11.5	973
#FCF8F7	48123	12.5	974
#FCF8F7	48123.5	13	974
#FCF8F7	48124	12.5	974
#FCF8F7	48123.5	12	974
#FBF6F5	48123.5	13	975
#FBF6F5	48124	13.5	975
#FBF6F5	48124.5	13	975
#FBF6F5	48124	12.5	975
#F3E4E2	48124	13.5	976
#F3E4E2	48124.5	14	976
#F3E4E2	48125	13.5	976
#F3E4E2	48124.5	13	976
#F7EDEC	48124.5	14	977
#F7EDEC	48125	14.5	977
#F7EDEC	48125.5	14	977
#F7EDEC	48125	13.5	977
#F5E7E5	48125	14.5	978
#F5E7E5	48125.5	15	978
#F5E7E5	48126	14.5	978
#F5E7E5	48125.5	14	978
#FAF3F2	48125.5	15	979
#FAF3F2	48126	15.5	979
#FAF3F2	48126.5	15	979
#FAF3F2	48126	14.5	979
#F9F0EF	48126	15.5	980
#F9F0EF	48126.5	16	980
#F9F0EF	48127	15.5	980
#F9F0EF	48126.5	15	980
#F9F2F1	48126.5	16	981
#F9F2F1	48127	16.5	981
#F9F2F1	48127.5	16	981
#F9F2F1	48127	15.5	981
#F2E2E0	48127	16.5	982
#F2E2E0	48127.5	17	982
#F2E2E0	48128	16.5	982
#F2E2E0	48127.5	16	982
#F7EEEC	48127.5	17	983
#F7EEEC	48128	17.5	983
#F7EEEC	48128.5	17	983
#F7EEEC	48128	16.5	983
#F4E5E3	48128	17.5	984
#F4E5E3	48128.5	18	984
#F4E5E3	48129	17.5	984
#F4E5E3	48128.5	17	984
#F6EBE9	48128.5	18	985
#F6EBE9	48129	18.5	985
#F6EBE9	48129.5	18	985
#F6EBE9	48129	17.5	985
#FDFAFA	48129	18.5	986
#FDFAFA	48129.5	19	986
#FDFAFA	48130	18.5	986
#FDFAFA	48129.5	18	986
#FCF9F8	48129.5	19	987
#FCF9F8	48130	19.5	987
#FCF9F8	48130.5	19	987
#FCF9F8	48130	18.5	987
#FCF7F7	48130	19.5	988
#FCF7F7	48130.5	20	988
#FCF7F7	48131	19.5	988
#FCF7F7	48130.5	19	988
#FDFAF9	48130.5	20	989
#FDFAF9	48131	20.5	989
#FDFAF9	48131.5	20	989
#FDFAF9	48131	19.5	989
#FBF6F5	48131	20.5	990
#FBF6F5	48131.5	21	990
#FBF6F5	48132	20.5	990
#FBF6F5	48131.5	20	990
#FCFCFE	48131.5	21	991
#FCFCFE	48132	21.5	991
#FCFCFE	48132.5	21	991
#FCFCFE	48132	20.5	991
#FBFBFD	48132	21.5	992
#FBFBFD	48132.5	22	992
#FBFBFD	48133	21.5	992
#FBFBFD	48132.5	21	992
#FDFDFE	48132.5	22	993
#FDFDFE	48133	22.5	993
#FDFDFE	48133.5	22	993
#FDFDFE	48133	21.5	993
#FBFAFD	48133	22.5	994
#FBFAFD	48133.5	23	994
#FBFAFD	48134	22.5	994
#FBFAFD	48133.5	22	994
#FCF9F8	48133.5	23	995
#FCF9F8	48134	23.5	995
#FCF9F8	48134.5	23	995
#FCF9F8	48134	22.5	995
#FDFCFE	48134	23.5	996
#FDFCFE	48134.5	24	996
#FDFCFE	48135	23.5	996
#FDFCFE	48134.5	23	996
#FEFCFC	48134.5	24	997
#FEFCFC	48135	24.5	997
#FEFCFC	48135.5	24	997
#FEFCFC	48135	23.5	997
#F8F7FB	48135	24.5	998
#F8F7FB	48135.5	25	998
#F8F7FB	48136	24.5	998
#F8F7FB	48135.5	24	998
#AC635B	48111.5	0	999
#AC635B	48112	0.5	999
#AC635B	48112.5	0	999
#AC635B	48112	-0.5	999
#E6C8C4	48112	0.5	1000
#E6C8C4	48112.5	1	1000
#E6C8C4	48113	0.5	1000
#E6C8C4	48112.5	0	1000
#CA938D	48112.5	1	1001
#CA938D	48113	1.5	1001
#CA938D	48113.5	1	1001
#CA938D	48113	0.5	1001
#E7CAC6	48113	1.5	1002
#E7CAC6	48113.5	2	1002
#E7CAC6	48114	1.5	1002
#E7CAC6	48113.5	1	1002
#FEFDFC	48113.5	2	1003
#FEFDFC	48114	2.5	1003
#FEFDFC	48114.5	2	1003
#FEFDFC	48114	1.5	1003
#F1DFDC	48114	2.5	1004
#F1DFDC	48114.5	3	1004
#F1DFDC	48115	2.5	1004
#F1DFDC	48114.5	2	1004
#FAFAFD	48114.5	3	1005
#FAFAFD	48115	3.5	1005
#FAFAFD	48115.5	3	1005
#FAFAFD	48115	2.5	1005
#FFFEFE	48115	3.5	1006
#FFFEFE	48115.5	4	1006
#FFFEFE	48116	3.5	1006
#FFFEFE	48115.5	3	1006
#F6F4FA	48115.5	4	1007
#F6F4FA	48116	4.5	1007
#F6F4FA	48116.5	4	1007
#F6F4FA	48116	3.5	1007
#E8E4F2	48116	4.5	1008
#E8E4F2	48116.5	5	1008
#E8E4F2	48117	4.5	1008
#E8E4F2	48116.5	4	1008
#F9F8FC	48116.5	5	1009
#F9F8FC	48117	5.5	1009
#F9F8FC	48117.5	5	1009
#F9F8FC	48117	4.5	1009
#F6F4FA	48117	5.5	1010
#F6F4FA	48117.5	6	1010
#F6F4FA	48118	5.5	1010
#F6F4FA	48117.5	5	1010
#FFFFFF	48117.5	6	1011
#FFFFFF	48118	6.5	1011
#FFFFFF	48118.5	6	1011
#FFFFFF	48118	5.5	1011
#F5F3F9	48118	6.5	1012
#F5F3F9	48118.5	7	1012
#F5F3F9	48119	6.5	1012
#F5F3F9	48118.5	6	1012
#FEFEFE	48118.5	7	1013
#FEFEFE	48119	7.5	1013
#FEFEFE	48119.5	7	1013
#FEFEFE	48119	6.5	1013
#FEFEFE	48119	7.5	1014
#FEFEFE	48119.5	8	1014
#FEFEFE	48120	7.5	1014
#FEFEFE	48119.5	7	1014
#FFFEFE	48119.5	8	1015
#FFFEFE	48120	8.5	1015
#FFFEFE	48120.5	8	1015
#FFFEFE	48120	7.5	1015
#FEFCFC	48120	8.5	1016
#FEFCFC	48120.5	9	1016
#FEFCFC	48121	8.5	1016
#FEFCFC	48120.5	8	1016
#FDFCFE	48120.5	9	1017
#FDFCFE	48121	9.5	1017
#FDFCFE	48121.5	9	1017
#FDFCFE	48121	8.5	1017
#FBFBFD	48121	9.5	1018
#FBFBFD	48121.5	10	1018
#FBFBFD	48122	9.5	1018
#FBFBFD	48121.5	9	1018
#FEFCFC	48121.5	10	1019
#FEFCFC	48122	10.5	1019
#FEFCFC	48122.5	10	1019
#FEFCFC	48122	9.5	1019
#EDD8D5	48122	10.5	1020
#EDD8D5	48122.5	11	1020
#EDD8D5	48123	10.5	1020
#EDD8D5	48122.5	10	1020
#FAF5F4	48122.5	11	1021
#FAF5F4	48123	11.5	1021
#FAF5F4	48123.5	11	1021
#FAF5F4	48123	10.5	1021
#FFFFFF	48123	11.5	1022
#FFFFFF	48123.5	12	1022
#FFFFFF	48124	11.5	1022
#FFFFFF	48123.5	11	1022
#FCF8F7	48123.5	12	1023
#FCF8F7	48124	12.5	1023
#FCF8F7	48124.5	12	1023
#FCF8F7	48124	11.5	1023
#F7ECEA	48124	12.5	1024
#F7ECEA	48124.5	13	1024
#F7ECEA	48125	12.5	1024
#F7ECEA	48124.5	12	1024
#FBF6F6	48124.5	13	1025
#FBF6F6	48125	13.5	1025
#FBF6F6	48125.5	13	1025
#FBF6F6	48125	12.5	1025
#FDFAFA	48125	13.5	1026
#FDFAFA	48125.5	14	1026
#FDFAFA	48126	13.5	1026
#FDFAFA	48125.5	13	1026
#F4E7E5	48125.5	14	1027
#F4E7E5	48126	14.5	1027
#F4E7E5	48126.5	14	1027
#F4E7E5	48126	13.5	1027
#F8F0EE	48126	14.5	1028
#F8F0EE	48126.5	15	1028
#F8F0EE	48127	14.5	1028
#F8F0EE	48126.5	14	1028
#FBF5F4	48126.5	15	1029
#FBF5F4	48127	15.5	1029
#FBF5F4	48127.5	15	1029
#FBF5F4	48127	14.5	1029
#F6EAE8	48127	15.5	1030
#F6EAE8	48127.5	16	1030
#F6EAE8	48128	15.5	1030
#F6EAE8	48127.5	15	1030
#F9F0EF	48127.5	16	1031
#F9F0EF	48128	16.5	1031
#F9F0EF	48128.5	16	1031
#F9F0EF	48128	15.5	1031
#FBF7F6	48128	16.5	1032
#FBF7F6	48128.5	17	1032
#FBF7F6	48129	16.5	1032
#FBF7F6	48128.5	16	1032
#F9F0EF	48128.5	17	1033
#F9F0EF	48129	17.5	1033
#F9F0EF	48129.5	17	1033
#F9F0EF	48129	16.5	1033
#FBF5F4	48129	17.5	1034
#FBF5F4	48129.5	18	1034
#FBF5F4	48130	17.5	1034
#FBF5F4	48129.5	17	1034
#F9F0EF	48129.5	18	1035
