fill	x	y	group
#FAF4F4	48145	19.5	1738
#FAF4F4	48145.5	20	1738
#FAF4F4	48146	19.5	1738
#FAF4F4	48145.5	19	1738
#FCFBFD	48145.5	20	1739
#FCFBFD	48146	20.5	1739
#FCFBFD	48146.5	20	1739
#FCFBFD	48146	19.5	1739
#FDFBFA	48146	20.5	1740
#FDFBFA	48146.5	21	1740
#FDFBFA	48147	20.5	1740
#FDFBFA	48146.5	20	1740
#FEFDFD	48146.5	21	1741
#FEFDFD	48147	21.5	1741
#FEFDFD	48147.5	21	1741
#FEFDFD	48147	20.5	1741
#FDFBFA	48147	21.5	1742
#FDFBFA	48147.5	22	1742
#FDFBFA	48148	21.5	1742
#FDFBFA	48147.5	21	1742
#FBFBFD	48147.5	22	1743
#FBFBFD	48148	22.5	1743
#FBFBFD	48148.5	22	1743
#FBFBFD	48148	21.5	1743
#FBF5F5	48148	22.5	1744
#FBF5F5	48148.5	23	1744
#FBF5F5	48149	22.5	1744
#FBF5F5	48148.5	22	1744
#FDFAF9	48148.5	23	1745
#FDFAF9	48149	23.5	1745
#FDFAF9	48149.5	23	1745
#FDFAF9	48149	22.5	1745
#FDFDFE	48149	23.5	1746
#FDFDFE	48149.5	24	1746
#FDFDFE	48150	23.5	1746
#FDFDFE	48149.5	23	1746
#FEFEFD	48149.5	24	1747
#FEFEFD	48150	24.5	1747
#FEFEFD	48150.5	24	1747
#FEFEFD	48150	23.5	1747
#FFFFFF	48150	24.5	1748
#FFFFFF	48150.5	25	1748
#FFFFFF	48151	24.5	1748
#FFFFFF	48150.5	24	1748
#C0837C	48126.5	0	1749
#C0837C	48127	0.5	1749
#C0837C	48127.5	0	1749
#C0837C	48127	-0.5	1749
#F5E8E6	48127	0.5	1750
#F5E8E6	48127.5	1	1750
#F5E8E6	48128	0.5	1750
#F5E8E6	48127.5	0	1750
#FCF9F9	48127.5	1	1751
#FCF9F9	48128	1.5	1751
#FCF9F9	48128.5	1	1751
#FCF9F9	48128	0.5	1751
#FDFAF9	48128	1.5	1752
#FDFAF9	48128.5	2	1752
#FDFAF9	48129	1.5	1752
#FDFAF9	48128.5	1	1752
#FBF5F5	48128.5	2	1753
#FBF5F5	48129	2.5	1753
#FBF5F5	48129.5	2	1753
#FBF5F5	48129	1.5	1753
#FFFFFF	48129	2.5	1754
#FFFFFF	48129.5	3	1754
#FFFFFF	48130	2.5	1754
#FFFFFF	48129.5	2	1754
#FAF4F3	48129.5	3	1755
#FAF4F3	48130	3.5	1755
#FAF4F3	48130.5	3	1755
#FAF4F3	48130	2.5	1755
#F5E8E6	48130	3.5	1756
#F5E8E6	48130.5	4	1756
#F5E8E6	48131	3.5	1756
#F5E8E6	48130.5	3	1756
#FEFEFE	48130.5	4	1757
#FEFEFE	48131	4.5	1757
#FEFEFE	48131.5	4	1757
#FEFEFE	48131	3.5	1757
#FBF5F5	48131	4.5	1758
#FBF5F5	48131.5	5	1758
#FBF5F5	48132	4.5	1758
#FBF5F5	48131.5	4	1758
#FDFDFE	48131.5	5	1759
#FDFDFE	48132	5.5	1759
#FDFDFE	48132.5	5	1759
#FDFDFE	48132	4.5	1759
#FEFEFF	48132	5.5	1760
#FEFEFF	48132.5	6	1760
#FEFEFF	48133	5.5	1760
#FEFEFF	48132.5	5	1760
#FBFAFD	48132.5	6	1761
#FBFAFD	48133	6.5	1761
#FBFAFD	48133.5	6	1761
#FBFAFD	48133	5.5	1761
#FDFBFB	48133	6.5	1762
#FDFBFB	48133.5	7	1762
#FDFBFB	48134	6.5	1762
#FDFBFB	48133.5	6	1762
#F9F1F0	48133.5	7	1763
#F9F1F0	48134	7.5	1763
#F9F1F0	48134.5	7	1763
#F9F1F0	48134	6.5	1763
#FFFEFE	48134	7.5	1764
#FFFEFE	48134.5	8	1764
#FFFEFE	48135	7.5	1764
#FFFEFE	48134.5	7	1764
#FCF8F8	48134.5	8	1765
#FCF8F8	48135	8.5	1765
#FCF8F8	48135.5	8	1765
#FCF8F8	48135	7.5	1765
#FEFDFE	48135	8.5	1766
#FEFDFE	48135.5	9	1766
#FEFDFE	48136	8.5	1766
#FEFDFE	48135.5	8	1766
#F9F8FC	48135.5	9	1767
#F9F8FC	48136	9.5	1767
#F9F8FC	48136.5	9	1767
#F9F8FC	48136	8.5	1767
#FDFBFB	48136	9.5	1768
#FDFBFB	48136.5	10	1768
#FDFBFB	48137	9.5	1768
#FDFBFB	48136.5	9	1768
#FEFEFF	48136.5	10	1769
#FEFEFF	48137	10.5	1769
#FEFEFF	48137.5	10	1769
#FEFEFF	48137	9.5	1769
#FBF6F6	48137	10.5	1770
#FBF6F6	48137.5	11	1770
#FBF6F6	48138	10.5	1770
#FBF6F6	48137.5	10	1770
#FFFEFE	48137.5	11	1771
#FFFEFE	48138	11.5	1771
#FFFEFE	48138.5	11	1771
#FFFEFE	48138	10.5	1771
#F8F7FB	48138	11.5	1772
#F8F7FB	48138.5	12	1772
#F8F7FB	48139	11.5	1772
#F8F7FB	48138.5	11	1772
#F3F1F8	48138.5	12	1773
#F3F1F8	48139	12.5	1773
#F3F1F8	48139.5	12	1773
#F3F1F8	48139	11.5	1773
#FBFAFD	48139	12.5	1774
#FBFAFD	48139.5	13	1774
#FBFAFD	48140	12.5	1774
#FBFAFD	48139.5	12	1774
#FAFAFD	48139.5	13	1775
#FAFAFD	48140	13.5	1775
#FAFAFD	48140.5	13	1775
#FAFAFD	48140	12.5	1775
#EAE7F4	48140	13.5	1776
#EAE7F4	48140.5	14	1776
#EAE7F4	48141	13.5	1776
#EAE7F4	48140.5	13	1776
#F0EEF7	48140.5	14	1777
#F0EEF7	48141	14.5	1777
#F0EEF7	48141.5	14	1777
#F0EEF7	48141	13.5	1777
#FAF9FC	48141	14.5	1778
#FAF9FC	48141.5	15	1778
#FAF9FC	48142	14.5	1778
#FAF9FC	48141.5	14	1778
#FBFBFD	48141.5	15	1779
#FBFBFD	48142	15.5	1779
#FBFBFD	48142.5	15	1779
#FBFBFD	48142	14.5	1779
#F6F5FA	48142	15.5	1780
#F6F5FA	48142.5	16	1780
#F6F5FA	48143	15.5	1780
#F6F5FA	48142.5	15	1780
#FEFEFF	48142.5	16	1781
#FEFEFF	48143	16.5	1781
#FEFEFF	48143.5	16	1781
#FEFEFF	48143	15.5	1781
#FEFEFD	48143	16.5	1782
#FEFEFD	48143.5	17	1782
#FEFEFD	48144	16.5	1782
#FEFEFD	48143.5	16	1782
#FEFDFD	48143.5	17	1783
#FEFDFD	48144	17.5	1783
#FEFDFD	48144.5	17	1783
#FEFDFD	48144	16.5	1783
#FBF6F5	48144	17.5	1784
#FBF6F5	48144.5	18	1784
#FBF6F5	48145	17.5	1784
#FBF6F5	48144.5	17	1784
#FEFDFD	48144.5	18	1785
#FEFDFD	48145	18.5	1785
#FEFDFD	48145.5	18	1785
#FEFDFD	48145	17.5	1785
#FDFBFA	48145	18.5	1786
#FDFBFA	48145.5	19	1786
#FDFBFA	48146	18.5	1786
#FDFBFA	48145.5	18	1786
#FDFAF9	48145.5	19	1787
#FDFAF9	48146	19.5	1787
#FDFAF9	48146.5	19	1787
#FDFAF9	48146	18.5	1787
#FEFDFE	48146	19.5	1788
#FEFDFE	48146.5	20	1788
#FEFDFE	48147	19.5	1788
#FEFDFE	48146.5	19	1788
#FCF8F8	48146.5	20	1789
#FCF8F8	48147	20.5	1789
#FCF8F8	48147.5	20	1789
#FCF8F8	48147	19.5	1789
#FCF7F6	48147	20.5	1790
#FCF7F6	48147.5	21	1790
#FCF7F6	48148	20.5	1790
#FCF7F6	48147.5	20	1790
#FEFCFC	48147.5	21	1791
#FEFCFC	48148	21.5	1791
#FEFCFC	48148.5	21	1791
#FEFCFC	48148	20.5	1791
#FEFDFD	48148	21.5	1792
#FEFDFD	48148.5	22	1792
#FEFDFD	48149	21.5	1792
#FEFDFD	48148.5	21	1792
#FBF5F4	48148.5	22	1793
#FBF5F4	48149	22.5	1793
#FBF5F4	48149.5	22	1793
#FBF5F4	48149	21.5	1793
#F9F1F0	48149	22.5	1794
#F9F1F0	48149.5	23	1794
#F9F1F0	48150	22.5	1794
#F9F1F0	48149.5	22	1794
#FCF9F8	48149.5	23	1795
#FCF9F8	48150	23.5	1795
#FCF9F8	48150.5	23	1795
#FCF9F8	48150	22.5	1795
#F5E9E7	48150	23.5	1796
#F5E9E7	48150.5	24	1796
#F5E9E7	48151	23.5	1796
#F5E9E7	48150.5	23	1796
#F7EDEC	48150.5	24	1797
#F7EDEC	48151	24.5	1797
#F7EDEC	48151.5	24	1797
#F7EDEC	48151	23.5	1797
#FDFBFB	48151	24.5	1798
#FDFBFB	48151.5	25	1798
#FDFBFB	48152	24.5	1798
#FDFBFB	48151.5	24	1798
#AE665F	48127.5	0	1799
#AE665F	48128	0.5	1799
#AE665F	48128.5	0	1799
#AE665F	48128	-0.5	1799
#E8CDC9	48128	0.5	1800
#E8CDC9	48128.5	1	1800
#E8CDC9	48129	0.5	1800
#E8CDC9	48128.5	0	1800
#E0BDB9	48128.5	1	1801
#E0BDB9	48129	1.5	1801
#E0BDB9	48129.5	1	1801
#E0BDB9	48129	0.5	1801
#DBB4AF	48129	1.5	1802
#DBB4AF	48129.5	2	1802
#DBB4AF	48130	1.5	1802
#DBB4AF	48129.5	1	1802
#E2C1BD	48129.5	2	1803
#E2C1BD	48130	2.5	1803
#E2C1BD	48130.5	2	1803
#E2C1BD	48130	1.5	1803
#DEB8B3	48130	2.5	1804
#DEB8B3	48130.5	3	1804
#DEB8B3	48131	2.5	1804
#DEB8B3	48130.5	2	1804
#F4E5E3	48130.5	3	1805
#F4E5E3	48131	3.5	1805
#F4E5E3	48131.5	3	1805
#F4E5E3	48131	2.5	1805
#FCF8F8	48131	3.5	1806
#FCF8F8	48131.5	4	1806
#FCF8F8	48132	3.5	1806
#FCF8F8	48131.5	3	1806
#FBF5F4	48131.5	4	1807
#FBF5F4	48132	4.5	1807
#FBF5F4	48132.5	4	1807
#FBF5F4	48132	3.5	1807
#FDFBFB	48132	4.5	1808
#FDFBFB	48132.5	5	1808
#FDFBFB	48133	4.5	1808
#FDFBFB	48132.5	4	1808
#FDFBFA	48132.5	5	1809
#FDFBFA	48133	5.5	1809
#FDFBFA	48133.5	5	1809
#FDFBFA	48133	4.5	1809
#FCF8F7	48133	5.5	1810
#FCF8F7	48133.5	6	1810
#FCF8F7	48134	5.5	1810
#FCF8F7	48133.5	5	1810
#F0DCDA	48133.5	6	1811
#F0DCDA	48134	6.5	1811
#F0DCDA	48134.5	6	1811
#F0DCDA	48134	5.5	1811
#EFDAD8	48134	6.5	1812
#EFDAD8	48134.5	7	1812
#EFDAD8	48135	6.5	1812
#EFDAD8	48134.5	6	1812
#F3E5E3	48134.5	7	1813
#F3E5E3	48135	7.5	1813
#F3E5E3	48135.5	7	1813
#F3E5E3	48135	6.5	1813
#FCF8F8	48135	7.5	1814
#FCF8F8	48135.5	8	1814
#FCF8F8	48136	7.5	1814
#FCF8F8	48135.5	7	1814
#FDFBFB	48135.5	8	1815
#FDFBFB	48136	8.5	1815
#FDFBFB	48136.5	8	1815
#FDFBFB	48136	7.5	1815
#FEFDFD	48136	8.5	1816
#FEFDFD	48136.5	9	1816
#FEFDFD	48137	8.5	1816
#FEFDFD	48136.5	8	1816
#FEFDFD	48136.5	9	1817
#FEFDFD	48137	9.5	1817
#FEFDFD	48137.5	9	1817
#FEFDFD	48137	8.5	1817
#FBF5F4	48137	9.5	1818
#FBF5F4	48137.5	10	1818
#FBF5F4	48138	9.5	1818
#FBF5F4	48137.5	9	1818
#FCF7F7	48137.5	10	1819
#FCF7F7	48138	10.5	1819
#FCF7F7	48138.5	10	1819
#FCF7F7	48138	9.5	1819
#FDFAFA	48138	10.5	1820
#FDFAFA	48138.5	11	1820
#FDFAFA	48139	10.5	1820
#FDFAFA	48138.5	10	1820
#FDFBFB	48138.5	11	1821
#FDFBFB	48139	11.5	1821
#FDFBFB	48139.5	11	1821
#FDFBFB	48139	10.5	1821
#FDFDFE	48139	11.5	1822
#FDFDFE	48139.5	12	1822
#FDFDFE	48140	11.5	1822
#FDFDFE	48139.5	11	1822
#FCF9F8	48139.5	12	1823
#FCF9F8	48140	12.5	1823
#FCF9F8	48140.5	12	1823
#FCF9F8	48140	11.5	1823
#FFFEFE	48140	12.5	1824
#FFFEFE	48140.5	13	1824
#FFFEFE	48141	12.5	1824
#FFFEFE	48140.5	12	1824
#F9F8FC	48140.5	13	1825
#F9F8FC	48141	13.5	1825
#F9F8FC	48141.5	13	1825
#F9F8FC	48141	12.5	1825
#F3F1F8	48141	13.5	1826
#F3F1F8	48141.5	14	1826
#F3F1F8	48142	13.5	1826
#F3F1F8	48141.5	13	1826
#FBFAFD	48141.5	14	1827
#FBFAFD	48142	14.5	1827
#FBFAFD	48142.5	14	1827
#FBFAFD	48142	13.5	1827
#FBFAFD	48142	14.5	1828
#FBFAFD	48142.5	15	1828
#FBFAFD	48143	14.5	1828
#FBFAFD	48142.5	14	1828
#FDFDFE	48142.5	15	1829
#FDFDFE	48143	15.5	1829
#FDFDFE	48143.5	15	1829
#FDFDFE	48143	14.5	1829
#FAF4F3	48143	15.5	1830
#FAF4F3	48143.5	16	1830
#FAF4F3	48144	15.5	1830
#FAF4F3	48143.5	15	1830
#FCF8F8	48143.5	16	1831
#FCF8F8	48144	16.5	1831
#FCF8F8	48144.5	16	1831
#FCF8F8	48144	15.5	1831
#FBF5F4	48144	16.5	1832
#FBF5F4	48144.5	17	1832
#FBF5F4	48145	16.5	1832
#FBF5F4	48144.5	16	1832
#FEFEFF	48144.5	17	1833
#FEFEFF	48145	17.5	1833
#FEFEFF	48145.5	17	1833
#FEFEFF	48145	16.5	1833
#FDFAFA	48145	17.5	1834
#FDFAFA	48145.5	18	1834
#FDFAFA	48146	17.5	1834
#FDFAFA	48145.5	17	1834
#FEFDFD	48145.5	18	1835
#FEFDFD	48146	18.5	1835
#FEFDFD	48146.5	18	1835
#FEFDFD	48146	17.5	1835
#FBF6F5	48146	18.5	1836
#FBF6F5	48146.5	19	1836
#FBF6F5	48147	18.5	1836
#FBF6F5	48146.5	18	1836
#FAF9FC	48146.5	19	1837
#FAF9FC	48147	19.5	1837
#FAF9FC	48147.5	19	1837
#FAF9FC	48147	18.5	1837
#F9F1F0	48147	19.5	1838
#F9F1F0	48147.5	20	1838
#F9F1F0	48148	19.5	1838
#F9F1F0	48147.5	19	1838
#FEFCFC	48147.5	20	1839
#FEFCFC	48148	20.5	1839
#FEFCFC	48148.5	20	1839
#FEFCFC	48148	19.5	1839
#FCF8F8	48148	20.5	1840
#FCF8F8	48148.5	21	1840
#FCF8F8	48149	20.5	1840
#FCF8F8	48148.5	20	1840
#FCF8F7	48148.5	21	1841
#FCF8F7	48149	21.5	1841
#FCF8F7	48149.5	21	1841
#FCF8F7	48149	20.5	1841
#FCF8F8	48149	21.5	1842
#FCF8F8	48149.5	22	1842
#FCF8F8	48150	21.5	1842
#FCF8F8	48149.5	21	1842
#FBF6F5	48149.5	22	1843
#FBF6F5	48150	22.5	1843
#FBF6F5	48150.5	22	1843
#FBF6F5	48150	21.5	1843
#FEFCFC	48150	22.5	1844
#FEFCFC	48150.5	23	1844
#FEFCFC	48151	22.5	1844
#FEFCFC	48150.5	22	1844
#F7ECEB	48150.5	23	1845
#F7ECEB	48151	23.5	1845
#F7ECEB	48151.5	23	1845
#F7ECEB	48151	22.5	1845
#F4E5E3	48151	23.5	1846
#F4E5E3	48151.5	24	1846
#F4E5E3	48152	23.5	1846
#F4E5E3	48151.5	23	1846
#FDFBFB	48151.5	24	1847
#FDFBFB	48152	24.5	1847
#FDFBFB	48152.5	24	1847
#FDFBFB	48152	23.5	1847
#FCF9F9	48152	24.5	1848
#FCF9F9	48152.5	25	1848
#FCF9F9	48153	24.5	1848
#FCF9F9	48152.5	24	1848
#A85D56	48128.5	0	1849
#A85D56	48129	0.5	1849
#A85D56	48129.5	0	1849
#A85D56	48129	-0.5	1849
#D3A49E	48129	0.5	1850
#D3A49E	48129.5	1	1850
#D3A49E	48130	0.5	1850
#D3A49E	48129.5	0	1850
#C1847D	48129.5	1	1851
#C1847D	48130	1.5	1851
#C1847D	48130.5	1	1851
#C1847D	48130	0.5	1851
#DDB7B3	48130	1.5	1852
#DDB7B3	48130.5	2	1852
#DDB7B3	48131	1.5	1852
#DDB7B3	48130.5	1	1852
#CB968F	48130.5	2	1853
#CB968F	48131	2.5	1853
#CB968F	48131.5	2	1853
#CB968F	48131	1.5	1853
#EAD2CE	48131	2.5	1854
#EAD2CE	48131.5	3	1854
#EAD2CE	48132	2.5	1854
#EAD2CE	48131.5	2	1854
#F4E7E5	48131.5	3	1855
#F4E7E5	48132	3.5	1855
#F4E7E5	48132.5	3	1855
#F4E7E5	48132	2.5	1855
#FBF6F5	48132	3.5	1856
#FBF6F5	48132.5	4	1856
#FBF6F5	48133	3.5	1856
#FBF6F5	48132.5	3	1856
#FBF6F5	48132.5	4	1857
#FBF6F5	48133	4.5	1857
#FBF6F5	48133.5	4	1857
#FBF6F5	48133	3.5	1857
#F6EBEA	48133	4.5	1858
#F6EBEA	48133.5	5	1858
#F6EBEA	48134	4.5	1858
#F6EBEA	48133.5	4	1858
#FDF9F9	48133.5	5	1859
#FDF9F9	48134	5.5	1859
#FDF9F9	48134.5	5	1859
#FDF9F9	48134	4.5	1859
#F7ECEB	48134	5.5	1860
#F7ECEB	48134.5	6	1860
#F7ECEB	48135	5.5	1860
#F7ECEB	48134.5	5	1860
#EBD3D0	48134.5	6	1861
#EBD3D0	48135	6.5	1861
#EBD3D0	48135.5	6	1861
#EBD3D0	48135	5.5	1861
#FAF4F3	48135	6.5	1862
#FAF4F3	48135.5	7	1862
#FAF4F3	48136	6.5	1862
#FAF4F3	48135.5	6	1862
#FDFBFB	48135.5	7	1863
#FDFBFB	48136	7.5	1863
#FDFBFB	48136.5	7	1863
#FDFBFB	48136	6.5	1863
#FAF3F2	48136	7.5	1864
#FAF3F2	48136.5	8	1864
#FAF3F2	48137	7.5	1864
#FAF3F2	48136.5	7	1864
#FCF8F8	48136.5	8	1865
#FCF8F8	48137	8.5	1865
#FCF8F8	48137.5	8	1865
#FCF8F8	48137	7.5	1865
#FDFAF9	48137	8.5	1866
#FDFAF9	48137.5	9	1866
#FDFAF9	48138	8.5	1866
#FDFAF9	48137.5	8	1866
#FEFCFC	48137.5	9	1867
#FEFCFC	48138	9.5	1867
#FEFCFC	48138.5	9	1867
#FEFCFC	48138	8.5	1867
#F7ECEB	48138	9.5	1868
#F7ECEB	48138.5	10	1868
#F7ECEB	48139	9.5	1868
#F7ECEB	48138.5	9	1868
#FEFEFE	48138.5	10	1869
#FEFEFE	48139	10.5	1869
#FEFEFE	48139.5	10	1869
#FEFEFE	48139	9.5	1869
#F4F3F9	48139	10.5	1870
#F4F3F9	48139.5	11	1870
#F4F3F9	48140	10.5	1870
#F4F3F9	48139.5	10	1870
#FFFFFF	48139.5	11	1871
#FFFFFF	48140	11.5	1871
#FFFFFF	48140.5	11	1871
#FFFFFF	48140	10.5	1871
#FDFCFE	48140	11.5	1872
#FDFCFE	48140.5	12	1872
#FDFCFE	48141	11.5	1872
#FDFCFE	48140.5	11	1872
#FEFEFE	48140.5	12	1873
#FEFEFE	48141	12.5	1873
#FEFEFE	48141.5	12	1873
#FEFEFE	48141	11.5	1873
#F9F8FC	48141	12.5	1874
#F9F8FC	48141.5	13	1874
#F9F8FC	48142	12.5	1874
#F9F8FC	48141.5	12	1874
#FAF9FC	48141.5	13	1875
#FAF9FC	48142	13.5	1875
#FAF9FC	48142.5	13	1875
#FAF9FC	48142	12.5	1875
#FBFBFD	48142	13.5	1876
#FBFBFD	48142.5	14	1876
#FBFBFD	48143	13.5	1876
#FBFBFD	48142.5	13	1876
#FFFFFE	48142.5	14	1877
#FFFFFE	48143	14.5	1877
#FFFFFE	48143.5	14	1877
#FFFFFE	48143	13.5	1877
#FEFEFF	48143	14.5	1878
#FEFEFF	48143.5	15	1878
#FEFEFF	48144	14.5	1878
#FEFEFF	48143.5	14	1878
#F7EDEB	48143.5	15	1879
#F7EDEB	48144	15.5	1879
#F7EDEB	48144.5	15	1879
#F7EDEB	48144	14.5	1879
#FBF5F4	48144	15.5	1880
#FBF5F4	48144.5	16	1880
#FBF5F4	48145	15.5	1880
#FBF5F4	48144.5	15	1880
#FCF9F9	48144.5	16	1881
#FCF9F9	48145	16.5	1881
#FCF9F9	48145.5	16	1881
#FCF9F9	48145	15.5	1881
#F4E6E4	48145	16.5	1882
#F4E6E4	48145.5	17	1882
#F4E6E4	48146	16.5	1882
#F4E6E4	48145.5	16	1882
#FEFDFD	48145.5	17	1883
#FEFDFD	48146	17.5	1883
#FEFDFD	48146.5	17	1883
#FEFDFD	48146	16.5	1883
#F9F2F1	48146	17.5	1884
#F9F2F1	48146.5	18	1884
#F9F2F1	48147	17.5	1884
#F9F2F1	48146.5	17	1884
#FFFEFE	48146.5	18	1885
#FFFEFE	48147	18.5	1885
#FFFEFE	48147.5	18	1885
#FFFEFE	48147	17.5	1885
#FBFAFD	48147	18.5	1886
#FBFAFD	48147.5	19	1886
#FBFAFD	48148	18.5	1886
#FBFAFD	48147.5	18	1886
#F8EFEE	48147.5	19	1887
#F8EFEE	48148	19.5	1887
#F8EFEE	48148.5	19	1887
#F8EFEE	48148	18.5	1887
#FBF5F4	48148	19.5	1888
#FBF5F4	48148.5	20	1888
#FBF5F4	48149	19.5	1888
#FBF5F4	48148.5	19	1888
#FFFEFE	48148.5	20	1889
#FFFEFE	48149	20.5	1889
#FFFEFE	48149.5	20	1889
#FFFEFE	48149	19.5	1889
#F9F1F0	48149	20.5	1890
#F9F1F0	48149.5	21	1890
#F9F1F0	48150	20.5	1890
#F9F1F0	48149.5	20	1890
#F5E9E8	48149.5	21	1891
#F5E9E8	48150	21.5	1891
#F5E9E8	48150.5	21	1891
#F5E9E8	48150	20.5	1891
#FEFDFC	48150	21.5	1892
#FEFDFC	48150.5	22	1892
#FEFDFC	48151	21.5	1892
#FEFDFC	48150.5	21	1892
#FDFAF9	48150.5	22	1893
#FDFAF9	48151	22.5	1893
#FDFAF9	48151.5	22	1893
#FDFAF9	48151	21.5	1893
#FAF4F4	48151	22.5	1894
#FAF4F4	48151.5	23	1894
#FAF4F4	48152	22.5	1894
#FAF4F4	48151.5	22	1894
#E8CDC9	48151.5	23	1895
#E8CDC9	48152	23.5	1895
#E8CDC9	48152.5	23	1895
#E8CDC9	48152	22.5	1895
#FAF4F3	48152	23.5	1896
#FAF4F3	48152.5	24	1896
#FAF4F3	48153	23.5	1896
#FAF4F3	48152.5	23	1896
#FDF9F9	48152.5	24	1897
#FDF9F9	48153	24.5	1897
#FDF9F9	48153.5	24	1897
#FDF9F9	48153	23.5	1897
#F9F2F1	48153	24.5	1898
#F9F2F1	48153.5	25	1898
#F9F2F1	48154	24.5	1898
#F9F2F1	48153.5	24	1898
#C48A83	48129.5	0	1899
#C48A83	48130	0.5	1899
#C48A83	48130.5	0	1899
#C48A83	48130	-0.5	1899
#E3C2BD	48130	0.5	1900
#E3C2BD	48130.5	1	1900
#E3C2BD	48131	0.5	1900
#E3C2BD	48130.5	0	1900
#F4E6E5	48130.5	1	1901
#F4E6E5	48131	1.5	1901
#F4E6E5	48131.5	1	1901
#F4E6E5	48131	0.5	1901
#E3C4BF	48131	1.5	1902
#E3C4BF	48131.5	2	1902
#E3C4BF	48132	1.5	1902
#E3C4BF	48131.5	1	1902
#EBD3D0	48131.5	2	1903
#EBD3D0	48132	2.5	1903
#EBD3D0	48132.5	2	1903
#EBD3D0	48132	1.5	1903
#FAF4F3	48132	2.5	1904
#FAF4F3	48132.5	3	1904
#FAF4F3	48133	2.5	1904
#FAF4F3	48132.5	2	1904
#FDFAFA	48132.5	3	1905
#FDFAFA	48133	3.5	1905
#FDFAFA	48133.5	3	1905
#FDFAFA	48133	2.5	1905
#FBF7F6	48133	3.5	1906
#FBF7F6	48133.5	4	1906
#FBF7F6	48134	3.5	1906
#FBF7F6	48133.5	3	1906
#FDFBFA	48133.5	4	1907
#FDFBFA	48134	4.5	1907
#FDFBFA	48134.5	4	1907
#FDFBFA	48134	3.5	1907
#FFFEFE	48134	4.5	1908
#FFFEFE	48134.5	5	1908
#FFFEFE	48135	4.5	1908
#FFFEFE	48134.5	4	1908
#FAF4F3	48134.5	5	1909
#FAF4F3	48135	5.5	1909
#FAF4F3	48135.5	5	1909
#FAF4F3	48135	4.5	1909
#F5E8E7	48135	5.5	1910
#F5E8E7	48135.5	6	1910
#F5E8E7	48136	5.5	1910
#F5E8E7	48135.5	5	1910
#FFFEFE	48135.5	6	1911
#FFFEFE	48136	6.5	1911
#FFFEFE	48136.5	6	1911
#FFFEFE	48136	5.5	1911
#FCF8F7	48136	6.5	1912
#FCF8F7	48136.5	7	1912
#FCF8F7	48137	6.5	1912
#FCF8F7	48136.5	6	1912
#FEFCFC	48136.5	7	1913
#FEFCFC	48137	7.5	1913
#FEFCFC	48137.5	7	1913
#FEFCFC	48137	6.5	1913
#FFFFFF	48137	7.5	1914
#FFFFFF	48137.5	8	1914
#FFFFFF	48138	7.5	1914
#FFFFFF	48137.5	7	1914
#FFFFFF	48137.5	8	1915
#FFFFFF	48138	8.5	1915
#FFFFFF	48138.5	8	1915
#FFFFFF	48138	7.5	1915
#FDFAFA	48138	8.5	1916
#FDFAFA	48138.5	9	1916
#FDFAFA	48139	8.5	1916
#FDFAFA	48138.5	8	1916
#F8EFED	48138.5	9	1917
#F8EFED	48139	9.5	1917
#F8EFED	48139.5	9	1917
#F8EFED	48139	8.5	1917
#FFFFFF	48139	9.5	1918
#FFFFFF	48139.5	10	1918
#FFFFFF	48140	9.5	1918
#FFFFFF	48139.5	9	1918
#FFFFFF	48139.5	10	1919
#FFFFFF	48140	10.5	1919
#FFFFFF	48140.5	10	1919
#FFFFFF	48140	9.5	1919
#FBFBFD	48140	10.5	1920
#FBFBFD	48140.5	11	1920
#FBFBFD	48141	10.5	1920
#FBFBFD	48140.5	10	1920
#FFFEFE	48140.5	11	1921
#FFFEFE	48141	11.5	1921
#FFFEFE	48141.5	11	1921
#FFFEFE	48141	10.5	1921
#F8F7FB	48141	11.5	1922
#F8F7FB	48141.5	12	1922
#F8F7FB	48142	11.5	1922
#F8F7FB	48141.5	11	1922
#F9F8FC	48141.5	12	1923
#F9F8FC	48142	12.5	1923
#F9F8FC	48142.5	12	1923
#F9F8FC	48142	11.5	1923
#FEFEFF	48142	12.5	1924
#FEFEFF	48142.5	13	1924
#FEFEFF	48143	12.5	1924
#FEFEFF	48142.5	12	1924
#F5F4FA	48142.5	13	1925
#F5F4FA	48143	13.5	1925
#F5F4FA	48143.5	13	1925
#F5F4FA	48143	12.5	1925
#FFFEFE	48143	13.5	1926
#FFFEFE	48143.5	14	1926
#FFFEFE	48144	13.5	1926
#FFFEFE	48143.5	13	1926
#FCFCFE	48143.5	14	1927
#FCFCFE	48144	14.5	1927
#FCFCFE	48144.5	14	1927
#FCFCFE	48144	13.5	1927
#FDFAFA	48144	14.5	1928
#FDFAFA	48144.5	15	1928
#FDFAFA	48145	14.5	1928
#FDFAFA	48144.5	14	1928
#FAF4F3	48144.5	15	1929
#FAF4F3	48145	15.5	1929
#FAF4F3	48145.5	15	1929
#FAF4F3	48145	14.5	1929
#FEFDFD	48145	15.5	1930
#FEFDFD	48145.5	16	1930
#FEFDFD	48146	15.5	1930
#FEFDFD	48145.5	15	1930
#FBF6F6	48145.5	16	1931
#FBF6F6	48146	16.5	1931
#FBF6F6	48146.5	16	1931
#FBF6F6	48146	15.5	1931
#F9F8FC	48146	16.5	1932
#F9F8FC	48146.5	17	1932
#F9F8FC	48147	16.5	1932
#F9F8FC	48146.5	16	1932
